ad_name,hook_frame,master_frame,close_type,specificity,pain_target,production_cue,language,evidence_hook,evidence_close,evidence_pain,confidence,notes,source,tagged_at
AI-Video-High-School_030426,System-diagnosis,Memorization-vs-Understanding,Free-Class,Anonymous,"Concept-Clarity, Topic-Algebra",AI-Generated,English,Does your high schooler solve familiar Algebra problems—but freeze when the numbers change?,Book a Free Trial Class,"When kids understand the why behind Algebra 1 and Algebra 2, every variation starts making sense",High,PC explicitly names Algebra 1 and Algebra 2 — topic tag added. MathFit close: 'We make kids MathFit'.,v2.1-handcrafted,2026-04-30
AI_Video_Math_Kangaroo_030326,Competition,Memorization-vs-Understanding,Free-Class,Anonymous,Competition-Prep,AI-Generated,English,Is your child preparing for Math Kangaroo?,Book a Free Class,Math Kangaroo rewards thinkers—not memorizers,High,,v2.1-handcrafted,2026-04-30
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_AI-Arya_250226,System-diagnosis,Memorization-vs-Understanding,Free-Class,Anonymous,Concept-Clarity,AI-Generated,English,Does your child do worksheet after worksheet—and still feel confused?,Book a Free Class,"kids stop guessing, start understanding",High,"creative_tags has talent_name='Arya' but Arya is an AI character, not a real talent.",v2.1-handcrafted,2026-04-30
AI-Video-MathFit_250226,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,AI-Generated,English,AI is changing everything—but the real edge is clear thinking,Book a Free 1:1 Trial Class,"critical thinking, logical reasoning, and speed with accuracy",High,Explicit MathFit headline + close.,v2.1-handcrafted,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Christmas_LeadGen_NA_Video-Christmas-HS-Madhavi-080126,Academic-Outcome,Top-Tutors,Offer-led,Named-child,"Late-Stage-HS, Topic-Calculus",UGC-polished,English,"teens build strong foundations, fill learning gaps, and master even challenging topics like calculus and trigonometry",Christmas Special: FREE SAT Prep Worth $499,master even challenging topics like calculus and trigonometry,High,Hook flipped from generic Outcome → Academic-Outcome (calculus/trig). Topic-Calculus added. Transcript also has Recommendation close — but Offer is the dominant on-image close.,v2.1-handcrafted,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_35-55_High_School_LeadGen_NA_High-School-SAT-Prep-Manan-Sir-090126,Academic-Outcome,Top-Tutors,Offer-led,Named-tutor,Late-Stage-HS,UGC-polished,English,Is your child ready to handle the jump from high school maths to SAT-level problem solving?,Get SAT Prep worth $499 absolutely free,"strengthen core high school concepts while building the speed, strategy, and confidence needed for the SAT",Medium,Hook flipped to Academic-Outcome. PC stays generic 'high school concepts' — no specific topic tag.,v2.1-handcrafted,2026-04-30
USA_FB_Leads_Conv_Int_Parents_Influencer_Postboost_35-55_ShortForm_Old-LP_Signup_NA_Video_ShortForm-LP-Video_Keerthi_120326,System-diagnosis,1-1-Personalization,Free-Class,Named-both,"Personalization-Gap, Competition-Prep",UGC-polished,English,Worried your child isn't getting enough attention in large online math classes?,Book a Free Trial Class,with preparation for competitions like AMC 8 and Math Kangaroo,High,Transcript names tutor (Nisha Shah) AND child (Sunil). PC mentions AMC 8 + Math Kangaroo — added Competition-Prep secondary pain. Spoken video may include Telugu segments.,v2.1-handcrafted,2026-04-30
Mea_PFX_FB_Leads-Conv_AD-DH-Sha-Cities_Int-Premium_LeadGen_NA_Video_Updated-Testimonial-Surveen-15s_170925,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Surveen testimonial video,Book a Free Class,confidence and progress,Low,No notion match; tagged from ad-name structure,v2.2-mature,2026-04-30
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Telugu_LeadGen_NA_Video_Testimonial-Kaasi-22s-Telugu_100825,Academic-Outcome,Outcome-First,Free-Class,Named-parent,Foundation,UGC-polished,Telugu,Kaasi Telugu testimonial,Book a Free Class,grades & school improvement,Low,Telugu vernac testimonial; no transcript,v2.2-mature,2026-04-30
USA_PFX_FB_Leads_Conv_Advantage+Audience_Telugu_LeadGen_NA_Video_Testimonial-Kiran-22s-Telugu_101125,Academic-Outcome,Outcome-First,Free-Class,Named-parent,Foundation,UGC-polished,Telugu,Kiran Telugu testimonial,Book a Free Class,grades & school,Low,excluded-from-deck; Telugu vernac testimonial,v2.2-mature,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_CTF_Parents_Targeting_LP_Signup_NA_Video-Satish-English-Testimonial-07-Nov-2025,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,"Confidence,Foundation",UGC-polished,English,Satish testimonial,Book a Free Class,grades and confidence improved,Low,UAE testimonial; no transcript,v2.2-mature,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_High_Intent_Targeting_LP_Pricing_Creatives_60AED_Signup_NA_Video_Cuemath-Hero-5-21s_111225,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Animated,English,Cuemath hero brand video,Book a Free Class,builds thinking and concepts,Medium,Brand hero video — generic platform pitch,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_English-Generic-Content_NA_Video-Testimonial-Gunjan-13s_020126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,"Confidence,Foundation",UGC-polished,English,Gunjan parent testimonial,Book a Free Class,grades and school improvement,Medium,Gunjan testimonial UGC,v2.2-mature,2026-04-30
CAN_FB_Leads_Conv_Expats_34-55_Signup_Old_LP_NA_Video_Testimonial_Gunjan-20s_020126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Gunjan parent testimonial 20s,Book a Free Class,parent peace of mind,Medium,Canada Gunjan testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_int4C_Australia_Video_Cuemath-Hero-5-21s_020326,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Animated,English,Cuemath hero brand video,Book a Free Class,builds thinking and concepts,Medium,Brand hero video,v2.2-mature,2026-04-30
MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_NA_Video-English-Testimonial-Kasi-Madi-28-Nov-2025,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Kasi Madi parent testimonial,Book a Free Class,parent peace of mind,Low,UAE Kasi Madi testimonial,v2.2-mature,2026-04-30
Mea_PFX_FB_Leads-Conv_NA_Int-Female_LeadGen_NA_Video_Updated-Testimonial-Amyra-Parent-26s_070326,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,Studio,English,Amyra parent testimonial,Book a Free Class,parent peace of mind,Low,MEA Studio testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_Razorpay_LAL_NRI_Audience_35-55_English_Testimonials_LeadGen_NA_Video_Testimonial-Shruti-25s_130426,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Shruti parent testimonial,Book a Free Class,parent peace of mind,Low,Shruti UGC testimonial,v2.2-mature,2026-04-30
MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_NA_Video_Updated-Testimonial-Amyra-Parent-26s_24-Nov-2025,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,Studio,English,Amyra parent testimonial,Book a Free Class,parent peace of mind,Low,MEA Studio testimonial,v2.2-mature,2026-04-30
USA_PFX_FB_Leads_Conv_Advantage+Audience_Telugu_LeadGen_NA_Video_Testimonial-Lakshami-32s-Telugu_050925,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,Telugu,Lakshami Telugu testimonial,Book a Free Class,confidence and grades,Low,Telugu vernac testimonial,v2.2-mature,2026-04-30
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Gunjan-Video-V2_100226,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Gunjan parent testimonial,Book a Free Class,grades and school confidence,Medium,UK Gunjan testimonial,v2.2-mature,2026-04-30
Mea_PFX_FB_Leads-Conv_AD-DH-Sha-Cities_Int-Premium_LeadGen_NA_Video_Updated-Testimonial-Jasleen-15s_170925,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Jasleen parent testimonial,Book a Free Class,parent peace of mind,Low,MEA Jasleen testimonial,v2.2-mature,2026-04-30
ANZ_PFX_FB_Leads_Conv_Int_All-Expats_35-55_Australia_Static_W-NAPLAN-Start-Summer_210126,Academic-Outcome,Outcome-First,Free-Class,Anonymous,Competition-Prep,Static-Graphic,English,NAPLAN Start Summer Prep,Book a Free Class,NAPLAN preparation,High,NAPLAN-themed static,v2.2-mature,2026-04-30
ANZ-NZ_FB_Leads_Conv_LAL-PayU_New-Zealand_Video_Testimonial-Gunjan-Video-V2_310126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Gunjan parent testimonial,Book a Free Class,confidence and grades,Medium,NZ Gunjan testimonial,v2.2-mature,2026-04-30
MEA_AKT_FB_Leads_Conv_Cities_Int_Premium_Brands-New-Creatives-35-55_LeadGen_NA_Video-Webinar3-07-Nov-2025,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Studio,English,Cuemath webinar — math thinking,Book a Free Class,critical thinking and clarity,Low,Webinar format MEA video,v2.2-mature,2026-04-30
Video_Testimonial_Gunjan-13s_260126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,Hindi,Gunjan parent testimonial,Book a Free Class,parent peace of mind,Medium,Hindi Gunjan testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_Razorpay_LAL_35_60_Signup_PLA_LP_High_School_NA_Video_High-School-Testimonial-Madhavi_150426,Academic-Outcome,Top-Tutors,Free-Class,Named-child,"Late-Stage-HS,Topic-Calculus",UGC-polished,English,teens build strong foundations fill learning gaps and master even challenging topics like calculus and trigonometry,Book a Free Class,master even challenging topics like calculus and trigonometry,High,Madhavi high school testimonial (no Christmas badge),v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Bollywood_Australia_Video_Testimonial-Lakshmi_170226,Enrichment,Top-Tutors,Free-Class,Named-parent,Foundation,UGC-polished,English,we want math and science to be our strong suits,Book a Free Class,Trigonometry is something she said she needs to spend a bit more time with,High,Lakshmi (Norway parent) testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_LeadGen_NA_Video_Testimonial-Sameer-23s_020126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Sameer parent testimonial,Book a Free Class,parent peace of mind,Low,Sameer NRI testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_Razorpay_LAL_NRI_Audience_35-55_English_Testimonials_LeadGen_NA_Video_English_Testimonial_Rishva_Patel_200426,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Rishva Patel parent testimonial,Book a Free Class,parent peace of mind,Low,Rishva Patel testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Christmas_LeadGen_NA_Video-Christmas-High-School-Testimonial-Madhavi-Christmas-Badge-121225,Academic-Outcome,Top-Tutors,Offer-led,Named-child,"Late-Stage-HS,Topic-Calculus",UGC-polished,English,teens build strong foundations fill learning gaps and master even challenging topics like calculus and trigonometry,Christmas Special: FREE SAT Prep Worth $499,calculus and trigonometry,High,,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_35-55_High_School_LeadGen_NA_High-School-SAT-Prep-Manan-Sir-Video-130126,Academic-Outcome,Top-Tutors,Offer-led,Named-tutor,Late-Stage-HS,Studio,English,Is your child ready to handle the jump from high school maths to SAT-level problem solving?,Get SAT Prep worth $499 absolutely free,strengthen core high school concepts speed strategy confidence for SAT,High,,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencers_Montage_250326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,"Confidence,Foundation",UGC-polished,English,Multiple influencers endorse Cuemath,Book a Free Class,confidence grades foundation,Low,Influencer montage,v2.2-mature,2026-04-30
ANZ-NZ_FB_Leads_Conv_HNI_New-Zealand_Video_Tamil-Parent-Shoot-in-English_140226,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Foundation,Studio,Tamil,Tamil parent testimonial,Book a Free Class,grades and foundation,Low,Tamil parent shoot,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_PayU_New_Audience_35-55_LeadGen_NA_Video_English_Testimonial_Jyoti_Sharma_Grade2_060426,Enrichment,Top-Tutors,Free-Class,Named-parent,Engagement,UGC-polished,English,I was looking something to level him up a little bit,Book a Free Class,He is excited for his class he waits for his class,High,Jyothi Sharma transcript matches Likita doc,v2.2-mature,2026-04-30
USA_PFX_FB_Leads_Conv_Advantage+Audience_Telugu_LeadGen_NA_Video_Testimonial-Ananth-29s-Telugu_250925,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Foundation,UGC-polished,Telugu,Ananth Telugu testimonial,Book a Free Class,grades and school improvement,Low,Telugu vernac testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_Advantage_Audience_High_NRI_Creatives_Scaling_Signup_Old-LP_NA_Video-Satish-English-Testimonial-030426,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,"Confidence,Foundation",Studio,English,Satish parent testimonial,Book a Free Class,confidence grades tutor quality,Low,Satish testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Testimonial-Vandana_280126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,Studio,English,Vandana parent testimonial,Book a Free Class,confidence and progress,Low,Vandana studio testimonial,v2.2-mature,2026-04-30
ANZ-SG_FB_Leads_Conv_int4C_Singapore_Video_Mother-Video-V2_050226,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,"Confidence,Foundation",UGC-polished,English,Mother video V2,Book a Free Class,confidence grades foundation,Low,Generic mother UGC video,v2.2-mature,2026-04-30
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Vandana_100226,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Vandana parent testimonial,Book a Free Class,grades and confidence,Low,Vandana UK testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Cuemath-Hero-5-21s_061125,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Animated,English,Cuemath hero brand video,Book a Free Class,builds thinking and concepts,Medium,Brand hero video,v2.2-mature,2026-04-30
MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_Video_Brand-Mission-27s_20-Oct-2025,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Static-Graphic,English,Brand Mission 27s,Book a Free Class,builds thinking and concepts,Medium,MEA brand mission video,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Bollywood_Australia_Video_Testimonial-Montage_180326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,"Confidence,Foundation",UGC-polished,English,Multiple parents share testimonials,Book a Free Class,confidence grades parent peace,Low,Testimonial montage AUS,v2.2-mature,2026-04-30
K-2_Testimonial_Tripura_Shankar_240226,System-diagnosis,1-1-Personalization,Free-Class,Named-child,"Personalization-Gap,Foundation",Studio,English,Before Cuemath we have tried Kumon Mathnasium which we felt was not kid specific,Book a Free Class,Cuemath's one-to-one focus helped my kid focus better,High,K-2 Tripura Shankar testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Testimonial-Vandana_110226,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,Studio,English,Vandana parent testimonial,Book a Free Class,parent peace of mind,Low,Vandana studio testimonial,v2.2-mature,2026-04-30
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Robin-Wife_100226,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Robin's wife parent testimonial,Book a Free Class,parent peace of mind,Low,Australia Robin Wife testimonial,v2.2-mature,2026-04-30
ANZ-UK_FB_Leads_Conv_PayU_UK_Video_Testimonial-Vandana_230326,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,"Confidence,Foundation",Studio,English,Vandana parent testimonial,Book a Free Class,confidence grades foundation,Low,Vandana studio testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Video_Testimonial-Mohit-Kukreja_290126,Enrichment,1-1-Personalization,Recommendation,Named-child,Engagement,UGC-polished,English,We were looking for more of mathematics tutoring where they have more of creative thinking,I will 100% recommend Cuemath,He loves that challenge,High,Mohit Kukreja AUS testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Cuemath-Hero-5-21s_020326,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Animated,English,Cuemath hero brand video,Book a Free Class,builds thinking and concepts,Medium,Brand hero,v2.2-mature,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_Int-All-Expats_LeadGen_NA_Video_Vandana-30-Sec_251125,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Foundation,Studio,English,Vandana parent testimonial 30s,Book a Free Class,grades and school improvement,Low,Vandana studio 30s,v2.2-mature,2026-04-30
ANZ-EU_FB_Leads_Conv_int4C_EU_Video_Testimonial-Vandana_050426,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,"Confidence,Foundation",UGC-polished,English,Vandana parent testimonial,Book a Free Class,confidence grades foundation,Low,Vandana EU testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Testimonial-Mohit-Kukreja_280126,Enrichment,1-1-Personalization,Recommendation,Named-child,Engagement,UGC-polished,English,We were looking for more of mathematics tutoring where they have more of creative thinking,I will 100% recommend Cuemath,He loves that challenge,High,Mohit Kukreja AUS testimonial,v2.2-mature,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_CTF_Parents_Targeting_LP_Signup_NA_Video-Australia-English-Testimonial_31-Oct-2025,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Confidence,UGC-polished,English,Australia parent testimonial,Book a Free Class,confidence and progress,Low,Australia testimonial reused for UAE,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_int4C_Australia_Video_Mother-Video-V2_020326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,"Confidence,Foundation",UGC-polished,English,Mother video V2,Book a Free Class,confidence and progress,Low,Mother video,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_NRI-Cities-Female_Australia_Video_Testimonial-Montage_200326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,"Confidence,Foundation",UGC-polished,English,Multiple parents share testimonials,Book a Free Class,grades confidence foundation,Low,Testimonial montage AUS,v2.2-mature,2026-04-30
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Minal_250226,Child-diagnosis,1-1-Personalization,Recommendation,Named-child,"Confidence,Personalization-Gap",UGC-polished,English,my daughter has less confidence,I definitely recommend my friends and family to join Cuemath,my daughter needed more personalized attention,High,Minal Patel UK testimonial,v2.2-mature,2026-04-30
Static_Y-Chinese-Vernac_Boy_100426,Cultural,Cultural-Relatability,Free-Class,Anonymous,Foundation,Static-Graphic,Mandarin,Chinese vernac boy static,Book a Free Class,strong math foundations,Low,Chinese vernac static,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Tamil-Parent-Shoot-in-English_020326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Foundation,Studio,Tamil,Tamil parent testimonial in English,Book a Free Class,grades and foundation,Low,Tamil parent shoot,v2.2-mature,2026-04-30
ANZ-NZ_FB_Leads_Conv_HNI_New-Zealand_Video_Cuemath-Hero-5-21s_140226,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Animated,English,Cuemath hero brand video,Book a Free Class,builds thinking and concepts,Medium,Brand hero,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Testimonial-Montage_180326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,"Confidence,Foundation",UGC-polished,English,Multiple parents share testimonials,Book a Free Class,parent peace of mind,Low,Testimonial montage AUS,v2.2-mature,2026-04-30
ANZ-NZ_FB_Leads_Conv_PayU_New-Zealand_Video_Tamil-Parent-Shoot-in-English_110226,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Foundation,Studio,Tamil,Tamil parent testimonial in English,Book a Free Class,grades and foundation,Low,Tamil parent shoot,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Testimonial-NAPLAN-Daphne_180326,Academic-Outcome,Outcome-First,Free-Class,Named-child,Competition-Prep,UGC-polished,English,My son and daughter are very good at school. They are toppers,Book a Free Class,He's got very good marks in NAPLAN,High,Daphne NAPLAN testimonial,v2.2-mature,2026-04-30
ANZ-NZ_FB_Leads_Conv_HNI_New-Zealand_Video_Mother-Video-V2_140226,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,"Confidence,Foundation",UGC-polished,English,Mother video V2,Book a Free Class,confidence grades foundation,Low,Mother video,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Parenting_Australia_Video_Testimonial-Montage_310326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Confidence,UGC-polished,English,Multiple parents share testimonials,Book a Free Class,parent peace of mind,Low,Testimonial montage AUS,v2.2-mature,2026-04-30
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Telugu_LeadGen_NA_Video_Testimonial-3Kiran-Rohini-30s-Telugu_210825,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Foundation,UGC-polished,Telugu,Kiran Rohini Telugu testimonial,Book a Free Class,grades and school improvement,Low,excluded-from-deck; Telugu vernac testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Expats-India_Australia_Video_Testimonial-NAPLAN-Daphne_060426,Academic-Outcome,Outcome-First,Free-Class,Named-child,Competition-Prep,UGC-polished,English,My son and daughter are very good at school. They are toppers,Book a Free Class,He's got very good marks in NAPLAN,High,Daphne NAPLAN testimonial,v2.2-mature,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Video_Tamil-Parent-Shoot-in-English_230126,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Foundation,UGC-polished,Tamil,Tamil parent testimonial in English,Book a Free Class,grades and foundation,Low,Tamil parent shoot,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Bollywood_Australia_Video_Testimonial-Mohit-Kukreja_140226,Enrichment,1-1-Personalization,Recommendation,Named-child,Engagement,UGC-polished,English,We were looking for more of mathematics tutoring where they have more of creative thinking,I will 100% recommend Cuemath,He loves that challenge,High,Mohit Kukreja AUS testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Testimonial-Arti_150426,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Arti parent testimonial,Book a Free Class,confidence and progress,Low,Arti UGC testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Parents-Pri+Sec-Inf_Australia_Video_Influencer-Kanika_090226,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Personalization-Gap,UGC-polished,English,Kanika influencer endorsement,Book a Free Class,personalized attention,Low,Kanika AUS influencer,v2.2-mature,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_PayU_LeadGen_NA_Video_Mother-Video-V2_140126,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Confidence,UGC-polished,English,Mother video V2,Book a Free Class,confidence and progress,Low,Mother video,v2.2-mature,2026-04-30
ANZ-SG_FB_Leads_Conv_LAL-PayU_Singapore_Video_Testimonial-Gunjan-Video-V2_310126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Gunjan parent testimonial,Book a Free Class,grades and school confidence,Medium,SG Gunjan testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_Int_Influencer_Postboost_35-55_Advantage_ShortForm-LP_NA_Video_Jharna-Gupta_060126,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Confidence,UGC-polished,English,Jharna Gupta influencer endorsement,Book a Free Class,confidence grades parent peace,Low,Jharna influencer,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Other-Expats_Australia_Video_Cuemath-Hero-5-21s_040226,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Studio,English,Cuemath hero brand video,Book a Free Class,builds thinking and concepts,Medium,Brand hero,v2.2-mature,2026-04-30
AI_Video_Math_Confidence_240226,Enrichment,MathFit,Free-Class,Anonymous,Confidence,AI-Generated,English,AI Math Confidence video,Book a Free Class,build math confidence,Medium,AI Video Math Confidence,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_LeadGen_NA_Video_English-Testimonial-Priyanka-Rai-020126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Foundation,UGC-polished,English,Priyanka parent testimonial,Book a Free Class,grades and school improvement,Low,Priyanka D testimonial,v2.2-mature,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_35-55_LeadGen_NA_Video_English_shoot_video_160126,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Foundation,Studio,English,English studio testimonial,Book a Free Class,grades and school,Low,English studio shoot,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Cuemath-Hero-5-21s_280126,Future-readiness,MathFit,Free-Class,Anonymous,Concept-Clarity,Animated,English,Cuemath hero brand video,Book a Free Class,builds thinking and concepts,Medium,Brand hero,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Testimonial-Anushree_170226,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Anushree parent testimonial,Book a Free Class,parent peace of mind,Low,Anushree AUS testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Locations_Australia_Video_Testimonial-Rishva_170226,Behavioral-Outcome,Outcome-First,Free-Class,Named-child,"Confidence,Foundation",UGC-polished,English,Rishva child testimonial,Book a Free Class,confidence grades tutor quality,Low,Rishva testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Influencer-Montage_180326,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Personalization-Gap,UGC-polished,English,Multiple influencers endorse Cuemath,Book a Free Class,personalized attention,Low,Influencer montage,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_Vernac-Tamil_Australia_Video_Testimonial-Purnita-Tamil-Primary-Text_290126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Foundation,UGC-polished,Tamil,Purnita Tamil testimonial,Book a Free Class,grades and school improvement,Low,Tamil vernac testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Testimonial-Priyanka_280126,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,UGC-polished,English,Priyanka parent testimonial,Book a Free Class,parent peace of mind,Low,Priyanka D AUS testimonial,v2.2-mature,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Tamil-Parent-Shoot-in-English_280126,Behavioral-Outcome,Outcome-First,Free-Class,Anonymous,Foundation,UGC-polished,Tamil,Tamil parent testimonial in English,Book a Free Class,grades and foundation,Low,Tamil parent shoot,v2.2-mature,2026-04-30
